EmployeeNumber,Age,Attrition,Department,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,Performance_status,Age_Group,Education_Level,JobInvolvement_level,Jobsatisfaction_Level,Distance_status,YearAtCompany_status
1372,55,Yes,Sales,Male,Sales Executive,Single,13695,Yes,High,46-55,Masters,Very-High,High,Far,4-Star
1373,56,No,Research & Development,Male,Manufacturing Director,Married,13402,Yes,High,56?,Bachelor,High,Medium,Very-Far,4-Star
1374,34,No,Research & Development,Female,Research Scientist,Divorced,2029,No,Low,26-35,Below College,Medium,High,Very-Far,1-Star
1375,40,No,Research & Development,Female,Healthcare Representative,Divorced,6377,No,Low,35-46,Below College,Very-High,High,Near,3-Star
1377,34,No,Research & Development,Male,Laboratory Technician,Married,5429,No,High,26-35,Bachelor,High,High,Very-Far,2-Star
1379,31,Yes,Sales,Female,Sales Representative,Single,2785,No,High,26-35,Bachelor,Medium,Very-High,Near,Newbies
1380,35,Yes,Sales,Female,Sales Executive,Married,4614,Yes,High,26-35,Masters,High,High,Far,1-Star
1382,38,No,Research & Development,Male,Research Scientist,Divorced,2610,No,High,35-46,Bachelor,Very-High,High,Near,1-Star
1383,34,No,Research & Development,Female,Healthcare Representative,Single,6687,No,High,26-35,Masters,High,Very-High,Near,3-Star
1387,28,No,Sales,Male,Sales Executive,Married,4724,No,High,26-35,Bachelor,Medium,Low,Very-Far,1-Star
1389,31,Yes,Research & Development,Male,Manufacturing Director,Married,6179,Yes,High,26-35,Masters,High,High,Very-Far,2-Star
1390,39,No,Sales,Male,Sales Executive,Married,6120,Yes,High,35-46,Masters,Medium,Very-High,Very-Far,1-Star
1391,51,No,Sales,Male,Sales Executive,Married,10596,No,High,46-55,Bachelor,High,Medium,Near,1-Star
1392,41,No,Research & Development,Female,Research Scientist,Divorced,5467,Yes,High,35-46,Bachelor,High,Very-High,Very-Far,2-Star
1394,37,No,Research & Development,Male,Research Scientist,Married,2996,Yes,High,35-46,Below College,High,High,Near,2-Star
1395,33,No,Sales,Male,Sales Executive,Married,9998,No,High,26-35,Below College,High,Very-High,Near,1-Star
1396,32,No,Sales,Male,Sales Executive,Married,4078,Yes,High,26-35,Below College,High,Medium,Near,1-Star
1397,39,No,Research & Development,Male,Healthcare Representative,Married,10920,No,Low,35-46,College,High,High,Very-Far,2-Star
1399,25,No,Sales,Male,Sales Executive,Married,6232,No,High,18-25,Below College,Very-High,High,Far,1-Star
1401,52,No,Research & Development,Female,Manufacturing Director,Married,13247,Yes,High,46-55,College,Very-High,High,Very-Far,1-Star
1402,43,No,Research & Development,Female,Research Scientist,Single,4081,Yes,High,35-46,Bachelor,Medium,High,Near,4-Star
1403,27,No,Sales,Female,Sales Executive,Married,5769,Yes,High,26-35,Bachelor,Medium,Very-High,Near,2-Star
1405,27,Yes,Research & Development,Female,Research Scientist,Single,2394,Yes,High,26-35,Masters,High,High,Far,2-Star
1407,26,No,Research & Development,Male,Research Scientist,Single,3904,No,High,26-35,Below College,Medium,Very-High,Near,1-Star
1408,42,No,Human Resources,Female,Manager,Married,16799,No,High,35-46,Bachelor,High,Low,Near,4-Star
1409,52,No,Research & Development,Female,Laboratory Technician,Married,2950,No,High,46-55,Masters,High,Low,Near,1-Star
1411,37,No,Research & Development,Female,Laboratory Technician,Single,3629,No,High,35-46,Bachelor,High,High,Far,1-Star
1412,35,No,Research & Development,Male,Manufacturing Director,Single,9362,No,High,26-35,College,High,Very-High,Far,Newbies
1415,25,No,Research & Development,Male,Laboratory Technician,Married,3229,No,High,18-25,Bachelor,High,Very-High,Near,1-Star
1417,26,No,Research & Development,Male,Laboratory Technician,Single,3578,No,High,26-35,Bachelor,Very-High,Low,Near,2-Star
1419,29,No,Human Resources,Male,Human Resources,Single,7988,No,High,26-35,Bachelor,Medium,Low,Far,2-Star
1420,49,Yes,Research & Development,Male,Laboratory Technician,Single,4284,No,Low,46-55,College,Medium,Low,Very-Far,1-Star
1421,29,Yes,Research & Development,Female,Healthcare Representative,Single,7553,Yes,High,26-35,Below College,High,Very-High,Far,2-Star
1422,54,No,Research & Development,Female,Research Director,Single,17328,No,High,46-55,Bachelor,High,Very-High,Near,4-Star
1423,58,No,Research & Development,Female,Research Director,Married,19701,Yes,Low,56?,Bachelor,High,Low,Near,2-Star
1424,55,No,Research & Development,Male,Research Director,Divorced,14732,No,High,46-55,Masters,Very-High,Very-High,Near,2-Star
1425,36,No,Sales,Female,Sales Executive,Single,9278,Yes,High,35-46,Masters,High,Medium,Near,1-Star
1427,31,Yes,Sales,Female,Sales Representative,Single,1359,No,High,26-35,Masters,Low,High,Near,Newbies
1428,30,No,Sales,Female,Sales Executive,Divorced,4779,No,High,26-35,Masters,High,Low,Near,1-Star
1430,31,No,Research & Development,Female,Research Director,Single,16422,No,High,26-35,Doctor,High,Medium,Near,1-Star
1431,34,No,Research & Development,Male,Research Scientist,Divorced,2996,No,High,26-35,Masters,High,Low,Near,1-Star
1433,31,Yes,Research & Development,Female,Research Scientist,Single,1261,No,High,26-35,Bachelor,Medium,Medium,Near,Newbies
1434,27,No,Research & Development,Male,Laboratory Technician,Married,2099,No,High,26-35,Below College,High,Low,Far,1-Star
1435,36,No,Research & Development,Male,Laboratory Technician,Single,5810,No,High,35-46,Masters,Medium,Very-High,Near,2-Star
1436,36,No,Sales,Female,Sales Executive,Married,5647,No,High,35-46,Masters,Medium,Low,Far,1-Star
1438,47,No,Research & Development,Male,Research Scientist,Married,3420,No,High,46-55,Bachelor,High,Very-High,Near,2-Star
1439,25,Yes,Sales,Male,Sales Representative,Married,4400,No,High,18-25,College,Medium,Low,Near,1-Star
1440,37,No,Research & Development,Male,Laboratory Technician,Single,3500,No,High,35-46,College,Very-High,High,Near,2-Star
1441,56,No,Research & Development,Female,Research Scientist,Married,2066,No,Low,56?,College,High,Low,Near,1-Star
1443,47,No,Research & Development,Female,Research Director,Married,17169,No,High,46-55,Masters,High,High,Near,4-Star
1445,24,No,Sales,Female,Sales Executive,Married,4162,Yes,High,18-25,Below College,High,High,Near,1-Star
1446,32,No,Sales,Male,Sales Executive,Married,9204,No,High,26-35,Doctor,High,Very-High,Near,1-Star
1447,34,No,Research & Development,Female,Laboratory Technician,Married,3294,No,High,26-35,Bachelor,Medium,Medium,Near,1-Star
1448,41,No,Research & Development,Male,Research Scientist,Married,2127,Yes,High,35-46,Doctor,Very-High,High,Near,1-Star
1449,40,No,Research & Development,Male,Laboratory Technician,Divorced,3975,No,High,35-46,Masters,High,High,Near,2-Star
1453,31,No,Sales,Male,Sales Executive,Divorced,10793,No,High,26-35,College,High,Very-High,Near,3-Star
1457,46,Yes,Sales,Male,Sales Executive,Divorced,10096,No,High,46-55,Bachelor,High,Very-High,Near,2-Star
1458,39,Yes,Research & Development,Female,Laboratory Technician,Single,3646,Yes,Low,35-46,Bachelor,Medium,Low,Near,Newbies
1459,31,Yes,Research & Development,Female,Manufacturing Director,Single,7446,No,High,26-35,Doctor,Very-High,Medium,Near,2-Star
1460,45,No,Research & Development,Male,Healthcare Representative,Divorced,10851,Yes,High,35-46,Bachelor,Low,Low,Far,2-Star
1461,31,No,Human Resources,Female,Human Resources,Single,2109,No,High,26-35,College,Very-High,Medium,Near,1-Star
1464,31,Yes,Research & Development,Male,Laboratory Technician,Married,3722,Yes,High,26-35,Bachelor,High,Very-High,Near,Newbies
1465,45,No,Research & Development,Male,Manufacturing Director,Married,9380,Yes,High,35-46,Bachelor,High,Very-High,Very-Far,1-Star
1466,48,No,Sales,Male,Sales Executive,Divorced,5486,No,High,46-55,Bachelor,High,Low,Near,Newbies
1467,34,Yes,Human Resources,Female,Human Resources,Married,2742,No,High,26-35,Masters,High,High,Near,Newbies
1468,40,No,Research & Development,Male,Research Director,Divorced,13757,No,High,35-46,Below College,Medium,Medium,Near,2-Star
1469,28,No,Sales,Male,Sales Executive,Single,8463,No,High,26-35,Bachelor,High,Low,Near,1-Star
1471,44,No,Research & Development,Male,Laboratory Technician,Single,3162,No,High,35-46,Bachelor,Medium,High,Near,1-Star
1472,53,No,Research & Development,Male,Research Director,Single,16598,No,High,46-55,Bachelor,Very-High,Medium,Near,2-Star
1473,49,No,Research & Development,Male,Healthcare Representative,Married,6651,No,High,46-55,Masters,High,High,Near,1-Star
1474,40,No,Research & Development,Male,Research Scientist,Divorced,2345,No,High,35-46,Bachelor,High,High,Near,1-Star
1475,44,No,Research & Development,Male,Research Scientist,Single,3420,No,High,35-46,Bachelor,High,Medium,Far,1-Star
1477,33,No,Sales,Male,Sales Executive,Married,4373,No,High,26-35,Bachelor,High,Low,Near,1-Star
1478,34,No,Sales,Male,Sales Executive,Single,4759,No,High,26-35,Bachelor,Low,Low,Near,3-Star
1479,30,No,Sales,Male,Sales Executive,Married,5301,No,High,26-35,Below College,High,High,Far,Newbies
1480,42,No,Research & Development,Female,Laboratory Technician,Single,3673,No,High,35-46,College,High,Very-High,Near,3-Star
1481,44,No,Sales,Female,Sales Executive,Married,4768,No,High,35-46,Doctor,High,High,Near,Newbies
1482,30,No,Research & Development,Male,Research Scientist,Divorced,1274,No,High,26-35,Bachelor,High,High,Near,Newbies
1483,57,No,Research & Development,Male,Research Scientist,Married,4900,No,Low,56?,College,Very-High,High,Near,3-Star
1484,49,No,Research & Development,Male,Healthcare Representative,Divorced,10466,No,High,46-55,Masters,High,Medium,Near,2-Star
1485,34,No,Research & Development,Male,Research Director,Divorced,17007,No,High,26-35,Bachelor,High,Low,Far,3-Star
1486,28,Yes,Sales,Male,Sales Representative,Married,2909,No,High,26-35,Bachelor,High,High,Near,1-Star
1487,29,Yes,Sales,Female,Sales Executive,Single,5765,No,High,26-35,Bachelor,High,Medium,Far,1-Star
1489,34,Yes,Sales,Female,Sales Executive,Single,4599,Yes,Low,26-35,Masters,Medium,Medium,Very-Far,3-Star
1492,35,No,Sales,Male,Sales Representative,Married,2404,No,High,26-35,Below College,High,High,Near,Newbies
1494,24,Yes,Research & Development,Male,Laboratory Technician,Single,3172,Yes,High,18-25,Bachelor,High,Low,Near,Newbies
1495,24,No,Sales,Female,Sales Representative,Married,2033,No,High,18-25,College,High,Medium,Far,Newbies
1496,44,No,Research & Development,Male,Manufacturing Director,Single,10209,Yes,High,35-46,Below College,High,High,Near,Newbies
1497,29,No,Sales,Male,Sales Executive,Divorced,8620,No,High,26-35,Bachelor,Medium,High,Far,2-Star
1499,30,No,Human Resources,Male,Human Resources,Divorced,2064,No,Low,26-35,Bachelor,High,High,Near,1-Star
1501,55,No,Research & Development,Male,Healthcare Representative,Married,4035,Yes,High,46-55,Masters,High,High,Near,1-Star
1502,33,No,Research & Development,Female,Laboratory Technician,Married,3838,No,High,26-35,Masters,Medium,Medium,Near,1-Star
1503,47,No,Sales,Female,Sales Executive,Married,4591,Yes,High,46-55,Bachelor,High,High,Far,1-Star
1504,28,Yes,Research & Development,Male,Laboratory Technician,Single,2561,No,High,26-35,College,Medium,Low,Near,Newbies
1506,28,No,Research & Development,Male,Research Scientist,Divorced,1563,No,High,26-35,Bachelor,Medium,High,Near,Newbies
1507,28,No,Sales,Male,Sales Executive,Single,4898,No,High,26-35,Bachelor,High,Low,Near,1-Star
1509,49,No,Research & Development,Female,Laboratory Technician,Married,4789,No,Low,46-55,College,Medium,Low,Near,1-Star
1513,29,No,Research & Development,Female,Laboratory Technician,Married,3180,No,High,26-35,Below College,High,Medium,Near,1-Star
1514,28,No,Research & Development,Male,Manufacturing Director,Married,6549,No,High,26-35,Below College,Low,Medium,Very-Far,2-Star
1515,33,No,Research & Development,Male,Healthcare Representative,Single,6388,Yes,High,26-35,Doctor,High,High,Near,Newbies
1516,32,No,Research & Development,Male,Manager,Single,11244,No,Low,26-35,Bachelor,High,Very-High,Near,1-Star
1520,54,No,Research & Development,Female,Manager,Divorced,16032,No,Low,46-55,Masters,High,Very-High,Far,3-Star
1522,29,Yes,Research & Development,Male,Research Scientist,Single,2362,No,High,26-35,Masters,Medium,Low,Near,2-Star
1523,44,No,Research & Development,Male,Research Director,Married,16328,No,High,35-46,Bachelor,High,Low,Very-Far,4-Star
1525,39,No,Research & Development,Female,Manufacturing Director,Single,8376,No,High,35-46,Bachelor,High,Medium,Near,Newbies
1527,46,No,Sales,Female,Manager,Married,16606,No,High,46-55,Bachelor,High,Medium,Near,3-Star
1529,35,No,Research & Development,Female,Healthcare Representative,Single,8606,No,High,26-35,Bachelor,Medium,Medium,Far,3-Star
1533,23,No,Research & Development,Male,Laboratory Technician,Single,2272,No,High,18-25,Below College,High,High,Far,1-Star
1534,40,Yes,Research & Development,Male,Laboratory Technician,Single,2018,No,High,35-46,Masters,High,Low,Near,1-Star
1535,34,No,Sales,Male,Sales Executive,Married,7083,Yes,High,26-35,Bachelor,Medium,High,Near,2-Star
1537,31,Yes,Research & Development,Female,Research Scientist,Single,4084,No,High,26-35,Bachelor,High,High,Near,2-Star
1539,50,No,Research & Development,Male,Research Director,Single,14411,Yes,High,46-55,Doctor,Low,Very-High,Very-Far,Elders
1541,34,No,Sales,Male,Sales Representative,Married,2308,Yes,Low,26-35,College,High,High,Near,3-Star
1542,42,No,Research & Development,Male,Laboratory Technician,Married,4841,No,High,35-46,Bachelor,Medium,Medium,Near,Newbies
1543,37,No,Research & Development,Male,Research Scientist,Married,4285,No,High,35-46,Bachelor,High,Very-High,Far,2-Star
1544,29,No,Research & Development,Female,Healthcare Representative,Married,9715,No,High,26-35,Below College,Low,Low,Near,2-Star
1545,33,No,Research & Development,Male,Manufacturing Director,Single,4320,No,High,26-35,Bachelor,Medium,Medium,Very-Far,1-Star
1546,45,No,Research & Development,Male,Research Scientist,Married,2132,No,Low,35-46,Bachelor,High,Very-High,Very-Far,1-Star
1547,42,No,Research & Development,Male,Healthcare Representative,Married,10124,Yes,High,35-46,Bachelor,High,Very-High,Near,4-Star
1548,40,No,Sales,Male,Sales Executive,Married,5473,No,High,35-46,College,High,Low,Near,2-Star
1549,33,No,Research & Development,Male,Laboratory Technician,Married,5207,Yes,High,26-35,Masters,High,High,Very-Far,3-Star
1550,40,No,Human Resources,Male,Manager,Single,16437,Yes,Low,35-46,College,High,Very-High,Near,5-Star
1551,24,No,Research & Development,Male,Laboratory Technician,Divorced,2296,No,High,18-25,College,Medium,Low,Very-Far,Newbies
1552,40,No,Research & Development,Male,Healthcare Representative,Divorced,4069,Yes,High,35-46,College,High,Very-High,Near,Newbies
1553,45,No,Research & Development,Male,Healthcare Representative,Divorced,7441,No,High,35-46,Masters,High,Medium,Near,2-Star
1554,35,No,Sales,Female,Sales Representative,Married,2430,No,Low,26-35,Masters,Medium,High,Very-Far,1-Star
1555,32,No,Research & Development,Female,Research Scientist,Married,5878,No,High,26-35,College,Medium,Medium,Near,2-Star
1556,36,No,Sales,Male,Sales Representative,Single,2644,Yes,Low,35-46,Masters,High,Very-High,Near,1-Star
1557,48,No,Sales,Female,Sales Executive,Divorced,6439,No,High,46-55,Masters,High,High,Far,2-Star
1558,29,No,Research & Development,Male,Research Scientist,Married,2451,No,High,26-35,Bachelor,Very-High,High,Near,Newbies
1560,33,No,Sales,Male,Sales Executive,Married,6392,No,High,26-35,Masters,High,Low,Near,Newbies
1562,30,Yes,Sales,Male,Sales Executive,Married,9714,No,High,26-35,Bachelor,Medium,Low,Near,2-Star
1563,38,No,Human Resources,Male,Human Resources,Married,6077,No,High,35-46,Masters,High,High,Near,2-Star
1564,35,No,Research & Development,Male,Laboratory Technician,Single,2450,No,High,26-35,Bachelor,Medium,Low,Near,1-Star
1568,30,No,Sales,Male,Sales Executive,Married,9250,No,High,26-35,Masters,High,Medium,Very-Far,1-Star
1569,35,Yes,Research & Development,Female,Laboratory Technician,Divorced,2074,Yes,High,26-35,Bachelor,High,Low,Near,Newbies
1572,53,Yes,Research & Development,Female,Manufacturing Director,Married,10169,No,High,46-55,Doctor,Medium,Very-High,Near,Elders
1573,38,Yes,Research & Development,Male,Manufacturing Director,Married,4855,No,High,35-46,Bachelor,High,Medium,Near,1-Star
1574,32,No,Research & Development,Male,Research Scientist,Married,4087,No,High,26-35,Masters,High,Low,Near,2-Star
1576,48,No,Research & Development,Female,Research Scientist,Married,2367,No,High,46-55,Masters,High,Low,Far,2-Star
1577,34,No,Research & Development,Male,Research Scientist,Single,2972,No,High,26-35,Masters,High,Very-High,Near,Newbies
1578,55,No,Sales,Male,Manager,Married,19586,No,Low,46-55,Doctor,Medium,Very-High,Very-Far,Elders
1580,34,No,Research & Development,Male,Research Scientist,Married,5484,No,High,26-35,Masters,High,Very-High,Near,Newbies
1581,26,No,Research & Development,Female,Research Scientist,Married,2061,No,Low,26-35,Bachelor,High,Very-High,Near,Newbies
1582,38,No,Sales,Male,Sales Executive,Married,9924,No,High,35-46,Bachelor,High,Medium,Far,2-Star
1583,38,No,Sales,Female,Sales Executive,Single,4198,No,High,35-46,Bachelor,High,Medium,Far,1-Star
1585,36,No,Sales,Female,Sales Executive,Single,6815,No,High,35-46,Masters,High,High,Near,Newbies
1586,29,No,Research & Development,Male,Laboratory Technician,Single,4723,Yes,High,26-35,Below College,High,Low,Near,2-Star
1587,35,No,Research & Development,Female,Healthcare Representative,Single,6142,Yes,High,26-35,Masters,High,High,Near,1-Star
1588,39,No,Sales,Male,Sales Executive,Married,8237,No,High,35-46,Bachelor,Very-High,High,Near,2-Star
1590,29,No,Research & Development,Male,Healthcare Representative,Divorced,8853,No,High,26-35,Below College,High,Very-High,Near,2-Star
1591,50,No,Sales,Male,Manager,Married,19331,Yes,High,46-55,Bachelor,High,High,Near,Newbies
1592,23,No,Research & Development,Male,Research Scientist,Married,2073,No,High,18-25,Bachelor,Very-High,High,Near,Newbies
1594,36,No,Research & Development,Male,Laboratory Technician,Married,5562,Yes,High,35-46,Masters,Very-High,Low,Near,1-Star
1595,42,No,Research & Development,Male,Manager,Single,19613,No,Low,35-46,College,Medium,Very-High,Near,Newbies
1596,35,No,Research & Development,Male,Laboratory Technician,Married,3407,No,High,26-35,Bachelor,Very-High,High,Very-Far,2-Star
1597,34,No,Research & Development,Male,Healthcare Representative,Married,5063,No,High,26-35,Masters,Medium,High,Near,2-Star
1598,40,No,Sales,Female,Sales Executive,Married,4639,No,High,35-46,College,High,Low,Far,1-Star
1599,43,No,Research & Development,Male,Laboratory Technician,Divorced,4876,No,High,35-46,Bachelor,Very-High,Medium,Very-Far,2-Star
1601,35,No,Research & Development,Male,Laboratory Technician,Married,2690,No,High,26-35,College,Medium,Very-High,Near,Newbies
1602,46,No,Sales,Male,Manager,Single,17567,No,High,46-55,Masters,Very-High,Low,Near,Elders
1604,28,Yes,Research & Development,Male,Laboratory Technician,Married,2408,Yes,High,26-35,Bachelor,High,Medium,Very-Far,Newbies
1605,22,No,Research & Development,Female,Research Scientist,Married,2814,Yes,High,18-25,College,Medium,High,Very-Far,1-Star
1606,50,No,Research & Development,Male,Healthcare Representative,Married,11245,Yes,High,46-55,Doctor,High,High,Far,Elders
1607,32,No,Research & Development,Female,Research Scientist,Married,3312,No,High,26-35,Masters,Very-High,Very-High,Near,1-Star
1608,44,No,Research & Development,Female,Research Director,Divorced,19049,Yes,High,35-46,Bachelor,High,Very-High,Near,5-Star
1609,30,No,Research & Development,Male,Research Scientist,Married,2141,No,High,26-35,Bachelor,Medium,Medium,Near,2-Star
1611,45,No,Research & Development,Female,Laboratory Technician,Single,5769,Yes,High,35-46,Doctor,Low,Low,Near,2-Star
1612,45,No,Sales,Male,Sales Executive,Married,4385,No,High,35-46,Bachelor,Medium,Low,Very-Far,2-Star
1613,31,No,Sales,Male,Sales Executive,Single,5332,No,High,26-35,Masters,High,Low,Near,1-Star
1614,36,No,Research & Development,Female,Manufacturing Director,Married,4663,Yes,High,35-46,Masters,High,High,Far,1-Star
1615,34,No,Research & Development,Male,Manufacturing Director,Divorced,4724,No,High,26-35,Masters,Very-High,Very-High,Near,2-Star
1617,49,No,Research & Development,Female,Laboratory Technician,Married,3211,No,High,46-55,Masters,High,Low,Very-Far,2-Star
1618,39,No,Research & Development,Male,Manufacturing Director,Married,5377,No,High,35-46,Doctor,High,Low,Near,2-Star
1619,27,No,Research & Development,Male,Laboratory Technician,Divorced,4066,No,High,26-35,Bachelor,Medium,Low,Far,2-Star
1621,35,No,Research & Development,Male,Research Scientist,Married,5208,No,High,26-35,Doctor,Very-High,Low,Far,4-Star
1622,28,No,Research & Development,Female,Manufacturing Director,Divorced,4877,No,Low,26-35,Bachelor,Low,Low,Very-Far,1-Star
1623,21,No,Research & Development,Male,Research Scientist,Single,3117,No,High,18-25,Below College,High,Very-High,Near,Newbies
1624,18,Yes,Sales,Female,Sales Representative,Single,1569,Yes,High,18-25,College,High,Very-High,Near,Newbies
1625,47,No,Human Resources,Female,Manager,Married,19658,No,High,46-55,Masters,High,High,Very-Far,1-Star
1627,39,No,Research & Development,Male,Laboratory Technician,Divorced,3069,No,High,35-46,College,Medium,High,Near,2-Star
1628,40,No,Research & Development,Female,Manufacturing Director,Married,10435,No,High,35-46,Bachelor,Medium,High,Far,4-Star
1630,35,No,Research & Development,Female,Healthcare Representative,Married,4148,No,High,26-35,Masters,High,High,Near,3-Star
1631,37,No,Research & Development,Male,Manufacturing Director,Married,5768,No,High,35-46,Bachelor,High,High,Far,1-Star
1633,39,No,Research & Development,Female,Manufacturing Director,Single,5042,No,High,35-46,Bachelor,High,High,Near,2-Star
1635,45,No,Research & Development,Female,Manufacturing Director,Divorced,5770,No,High,35-46,College,Medium,Very-High,Near,2-Star
1638,38,No,Research & Development,Female,Manufacturing Director,Married,7756,Yes,High,35-46,College,Medium,High,Near,1-Star
1639,35,Yes,Sales,Male,Sales Executive,Married,10306,No,High,26-35,Bachelor,Medium,Low,Near,3-Star
1640,37,No,Research & Development,Female,Research Scientist,Married,3936,No,High,35-46,Bachelor,High,Medium,Near,2-Star
1641,40,No,Research & Development,Female,Manufacturing Director,Single,7945,Yes,High,35-46,Bachelor,High,Very-High,Far,1-Star
1642,44,No,Human Resources,Male,Human Resources,Married,5743,Yes,High,35-46,Doctor,High,Very-High,Near,2-Star
1644,48,No,Research & Development,Male,Manager,Married,15202,No,Low,46-55,Doctor,Medium,Very-High,Near,Newbies
1645,35,Yes,Sales,Male,Sales Executive,Divorced,5440,Yes,High,26-35,College,Low,Very-High,Far,Newbies
1646,24,No,Research & Development,Female,Research Scientist,Single,3760,Yes,High,18-25,Below College,High,Very-High,Near,2-Star
1647,27,No,Research & Development,Female,Research Scientist,Married,3517,No,High,26-35,Bachelor,Very-High,High,Near,1-Star
1648,27,No,Research & Development,Male,Research Scientist,Single,2580,No,High,26-35,Bachelor,High,Very-High,Near,1-Star
1649,40,Yes,Research & Development,Male,Laboratory Technician,Single,2166,Yes,High,35-46,Bachelor,High,Low,Near,1-Star
1650,29,No,Sales,Male,Sales Executive,Single,5869,No,High,26-35,Bachelor,Medium,High,Near,1-Star
1651,36,No,Research & Development,Female,Healthcare Representative,Married,8008,No,High,35-46,Masters,High,Low,Near,1-Star
1653,25,No,Research & Development,Male,Manufacturing Director,Divorced,5206,No,High,18-25,Below College,Very-High,High,Near,2-Star
1654,39,No,Research & Development,Male,Manufacturing Director,Married,5295,No,Low,35-46,Bachelor,High,Medium,Far,1-Star
1655,49,No,Research & Development,Female,Research Director,Married,16413,No,High,46-55,Masters,High,Medium,Very-Far,1-Star
1656,50,No,Research & Development,Female,Research Director,Divorced,13269,No,High,46-55,Doctor,Medium,Low,Far,3-Star
1657,20,No,Sales,Female,Sales Representative,Single,2783,No,High,18-25,Bachelor,High,High,Near,Newbies
1658,34,No,Research & Development,Female,Research Scientist,Divorced,5433,No,High,26-35,Bachelor,High,Medium,Near,3-Star
1659,36,No,Research & Development,Male,Laboratory Technician,Single,2013,No,High,35-46,Bachelor,High,Medium,Near,1-Star
1661,49,No,Research & Development,Female,Healthcare Representative,Married,13966,Yes,High,46-55,Below College,Medium,High,Near,3-Star
1662,36,No,Research & Development,Female,Manufacturing Director,Married,4374,No,High,35-46,Masters,Medium,High,Near,1-Star
1664,36,No,Research & Development,Male,Healthcare Representative,Divorced,6842,No,Low,35-46,College,Very-High,Low,Near,1-Star
1665,54,No,Research & Development,Female,Manager,Married,17426,No,Low,46-55,Doctor,High,High,Very-Far,2-Star
1666,43,No,Research & Development,Male,Research Director,Married,17603,No,Low,35-46,College,Medium,High,Far,3-Star
1667,35,Yes,Sales,Male,Sales Executive,Single,4581,Yes,Low,26-35,Masters,High,Very-High,Far,3-Star
1668,38,No,Research & Development,Male,Research Scientist,Married,4735,No,High,35-46,Bachelor,High,Very-High,Near,3-Star
1669,29,No,Sales,Male,Sales Executive,Divorced,4187,Yes,High,26-35,Bachelor,Medium,Medium,Near,2-Star
1670,33,No,Sales,Male,Sales Executive,Divorced,5505,No,High,26-35,Masters,High,Very-High,Near,2-Star
1671,32,No,Research & Development,Male,Research Scientist,Divorced,5470,No,High,26-35,Bachelor,High,Medium,Near,2-Star
1673,31,No,Sales,Female,Sales Executive,Married,5476,No,High,26-35,Masters,High,Very-High,Near,2-Star
1674,49,No,Research & Development,Female,Laboratory Technician,Divorced,2587,Yes,High,46-55,Bachelor,High,Low,Far,Newbies
1675,38,No,Research & Development,Female,Laboratory Technician,Single,2440,No,Low,35-46,Bachelor,Medium,Medium,Near,1-Star
1676,47,No,Sales,Female,Manager,Divorced,15972,No,High,46-55,Masters,Very-High,Medium,Near,1-Star
1677,49,No,Research & Development,Male,Manager,Single,15379,No,High,46-55,Bachelor,High,High,Near,2-Star
1678,41,No,Sales,Male,Sales Executive,Single,7082,Yes,High,35-46,College,High,High,Very-Far,Newbies
1680,20,No,Sales,Male,Sales Representative,Single,2728,No,High,18-25,Below College,High,Low,Near,Newbies
1681,33,No,Sales,Female,Sales Executive,Divorced,5368,Yes,Low,26-35,Bachelor,High,Very-High,Far,2-Star
1682,36,No,Research & Development,Male,Healthcare Representative,Married,5347,No,High,35-46,Masters,High,High,Very-Far,1-Star
1683,44,No,Human Resources,Female,Human Resources,Divorced,3195,Yes,High,35-46,Bachelor,High,Very-High,Near,Newbies
1684,23,Yes,Research & Development,Male,Laboratory Technician,Single,3989,Yes,High,18-25,Below College,Medium,High,Near,1-Star
1687,38,No,Research & Development,Female,Laboratory Technician,Married,3306,No,High,35-46,College,High,High,Near,Newbies
1689,53,No,Research & Development,Male,Healthcare Representative,Married,7005,No,High,46-55,Masters,Very-High,Very-High,Very-Far,1-Star
1691,48,Yes,Sales,Female,Sales Representative,Married,2655,Yes,High,46-55,College,High,High,Near,2-Star
1692,32,Yes,Research & Development,Male,Laboratory Technician,Single,1393,No,High,26-35,Masters,High,Medium,Near,Newbies
1693,26,No,Research & Development,Male,Laboratory Technician,Single,2570,No,Low,26-35,Bachelor,High,Very-High,Near,2-Star
1694,55,No,Research & Development,Male,Research Scientist,Divorced,3537,No,High,46-55,Bachelor,Medium,Medium,Very-Far,1-Star
1696,34,No,Research & Development,Male,Laboratory Technician,Married,3986,No,High,26-35,College,Medium,Very-High,Near,3-Star
1697,60,No,Research & Development,Male,Healthcare Representative,Divorced,10883,No,Low,56?,Masters,Low,Very-High,Near,Newbies
1698,33,No,Research & Development,Male,Laboratory Technician,Married,2028,No,High,26-35,Bachelor,Very-High,Medium,Very-Far,3-Star
1700,37,No,Sales,Male,Sales Executive,Divorced,9525,No,High,35-46,Masters,Low,Very-High,Near,2-Star
1701,34,No,Research & Development,Female,Research Scientist,Married,2929,No,High,26-35,Bachelor,Medium,Very-High,Far,2-Star
1702,23,Yes,Sales,Male,Sales Representative,Divorced,2275,Yes,Low,18-25,Bachelor,High,Very-High,Near,1-Star
1703,44,No,Research & Development,Female,Healthcare Representative,Married,7879,Yes,High,35-46,Bachelor,Very-High,Very-High,Near,2-Star
